"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GO","experiment"
"GO:0007154","cell communication ",0.135135135135135,0.00439907506626812,0.0641025641025641,30.7189882189882,12.0285777277698,5.64827981514029e-07,1.35558715563367e-05,7.72922501019198e-06,"evm.utg268.25.1.5c22edff/evm.utg268.25/evm.utg268.25.2.5c22edff/evm.utg268.25.3.5c22edff/evm.utg268.25.3.5c22edff.1.5c2792b6",5,"Biological Processes","Primed Experiment"
"GO:0071705","nitrogen compound transport ",0.0540540540540541,0.000563983982854887,0.2,95.8432432432433,13.7184328629111,0.000188669234759044,0.00226403081710853,0.00129089476414083,"evm.utg2353.42/evm.utg2353.44",2,"Biological Processes","Primed Experiment"
"GO:0006659","phosphatidylserine biosynthetic process ",0.027027027027027,0.000225593593141955,0.25,119.804054054054,10.866404120995,0.00832157416650703,0.0580739983163472,0.0331123674610751,"utg5417.equina_smart_1738001.mrna6",1,"Biological Processes","Primed Experiment"
"GO:1904294","positive regulation of ERAD pathway ",0.027027027027027,0.000281991991427443,0.2,95.8432432432433,9.69902870521307,0.0103914168785193,0.0580739983163472,0.0331123674610751,"evm.utg17994.17",1,"Biological Processes","Primed Experiment"
"GO:0015074","DNA integration ",0.0810810810810811,0.0138176075799447,0.0122448979591837,5.86795366795367,3.50854022143032,0.014327611398374,0.0580739983163472,0.0331123674610751,"evm.utg3839.77/evm.utg334.83/evm.utg1253.19",3,"Biological Processes","Primed Experiment"
"GO:0035023","regulation of cell shape ",0.027027027027027,0.000394788787998421,0.142857142857143,68.4594594594595,8.16306443553491,0.0145184995790868,0.0580739983163472,0.0331123674610751,"evm.utg6373.20",1,"Biological Processes","Primed Experiment"
"GO:0046416","D-amino acid metabolic process ",0.027027027027027,0.000733179177711353,0.0769230769230769,36.8627858627859,5.91494306841524,0.0267995215357089,0.0918840738367161,0.052390042099882,"evm.utg684.27",1,"Biological Processes","Primed Experiment"
"GO:0045815","positive regulation of histone methylation ",0.027027027027027,0.0010151711691388,0.0555555555555556,26.6231231231231,4.97352692086465,0.0369198432858887,0.0934358019427122,0.0532747993533008,"evm.utg320.52",1,"Biological Processes","Primed Experiment"
"GO:0046931","cytolysis in another organism ",0.027027027027027,0.0010151711691388,0.0555555555555556,26.6231231231231,4.97352692086465,0.0369198432858887,0.0934358019427122,0.0532747993533008,"evm.utg3210.25",1,"Biological Processes","Primed Experiment"
"GO:0001822","kidney development ",0.027027027027027,0.00107156956742429,0.0526315789473684,25.221906116643,4.83051609576261,0.0389315841427967,0.0934358019427122,0.0532747993533008,"evm.utg262.3",1,"Biological Processes","Primed Experiment"
"GO:0016070","macromolecule methylation ",0.027027027027027,0.00135356155885173,0.0416666666666667,19.9673423423423,4.25188812043259,0.0489291162397504,0.0972682174734207,0.0554599485594065,"evm.utg2606.44",1,"Biological Processes","Primed Experiment"
"GO:0034440","lipid oxidation ",0.027027027027027,0.00152275675370819,0.037037037037037,17.7487487487487,3.98263739894973,0.0548789872486677,0.0972682174734207,0.0554599485594065,"evm.utg1818.18",1,"Biological Processes","Primed Experiment"
"GO:0050896","protein phosphorylation ",0.027027027027027,0.00152275675370819,0.037037037037037,17.7487487487487,3.98263739894973,0.0548789872486677,0.0972682174734207,0.0554599485594065,"evm.utg320.52",1,"Biological Processes","Primed Experiment"
"GO:0001732","formation of cytoplasmic translation initiation complex ",0.027027027027027,0.00157915515199368,0.0357142857142857,17.1148648648649,3.90233426516552,0.0568542175622579,0.0972682174734207,0.0554599485594065,"evm.utg2353.1",1,"Biological Processes","Primed Experiment"
"GO:0048511","histone acetylation ",0.027027027027027,0.00169195194856466,0.0333333333333333,15.9738738738739,3.75351465117356,0.0607926359208879,0.0972682174734207,0.0554599485594065,"evm.utg320.52",1,"Biological Processes","Primed Experiment"
"GO:0006606","protein import into nucleus ",0.027027027027027,0.00225593593141955,0.025,11.9804054054054,3.17917472962413,0.0802459363411783,0.120368904511767,0.0686313929233762,"evm.utg7656.7",1,"Biological Processes","Primed Experiment"
