"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","context","GO","region","experiment"
"GO:0001056","DNA binding ",0.037037037037037,0.000193678339014565,0.2,191.22962962963,13.7645318421285,0.00521879176928863,0.0274357939565008,0.014439891556053,"evm.utg159619.2",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0004675","ATP binding ",0.037037037037037,0.000852184691664084,0.0454545454545455,43.4612794612795,6.44682326822196,0.0227672250618334,0.0683016751855001,0.0359482500976316,"evm.utg483.15",1,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0016702","metal ion binding ",0.037037037037037,0.0015106910443136,0.0256410256410256,24.5166191832858,4.75545087760721,0.040017365410143,0.0860618235327879,0.0452956965962042,"evm.utg1818.18",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0071949","catalytic activity ",0.037037037037037,0.00162689804772234,0.0238095238095238,22.7654320987654,4.56774364667515,0.043030911766394,0.0860618235327879,0.0452956965962042,"evm.utg684.27",1,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0016779","ATP binding ",0.037037037037037,0.0036024171056709,0.010752688172043,10.2811628833134,2.90124066213305,0.0928886498082986,0.159237685385655,0.083809308097713,"evm.utg1127.12",1,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0031267","actin binding ",0.037037037037037,0.0060040285094515,0.00645161290322581,6.16869772998805,2.08838656874115,0.150136525734754,0.225204788602131,0.118528836106385,"evm.utg7656.7",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0005085","guanyl-nucleotide exchange factor activity ",0.037037037037037,0.00844437558103502,0.00458715596330275,4.38600067957866,1.62447475291531,0.204736771836451,0.272982362448602,0.143674927604527,"evm.utg6373.20",1,"CpG","Molecular Functions","gene","Primed Experiment"
"GO:0046983","protein dimerization activity ",0.037037037037037,0.00999380229315153,0.00387596899224806,3.70600057421763,1.41343226264897,0.237633131360242,0.28515975763229,0.150084082964363,"evm.utg1724.20",1,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0090729","ion channel inhibitor activity ",0.037037037037037,0.0116594360086768,0.00332225913621262,3.17657192075797,1.22902064821958,0.27153441193704,0.292824147785586,0.15411797251873,"evm.utg579.116",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0004842","ATP binding ",0.037037037037037,0.0127440347071584,0.00303951367781155,2.90622537431048,1.12593554949438,0.292824147785586,0.292824147785586,0.15411797251873,"evm.utg2526.24",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0004100","chitin synthase activity ",0.0666666666666667,0.00065850635264952,0.0588235294117647,101.239215686275,9.96836907433357,0.0098348484547589,0.052024547415758,0.0365084543268477,"evm.utg590.24",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0031369","RNA binding ",0.0666666666666667,0.000774713356058258,0.05,86.0533333333333,9.17473601850124,0.0115610105368351,0.052024547415758,0.0365084543268477,"evm.utg2353.1",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0031369","RNA binding ",0.0666666666666667,0.000774713356058258,0.05,86.0533333333333,9.17473601850124,0.0115610105368351,0.052024547415758,0.0365084543268477,"evm.utg2353.1",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0666666666666667,0.00131701270529904,0.0294117647058824,50.6196078431373,6.98068287526271,0.0195793616678046,0.0587380850034138,0.0412197087743255,"evm.utg30804.6",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0666666666666667,0.00131701270529904,0.0294117647058824,50.6196078431373,6.98068287526271,0.0195793616678046,0.0587380850034138,0.0412197087743255,"evm.utg30804.6",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0666666666666667,0.00131701270529904,0.0294117647058824,50.6196078431373,6.98068287526271,0.0195793616678046,0.0587380850034138,0.0412197087743255,"evm.utg30804.6",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0666666666666667,0.00131701270529904,0.0294117647058824,50.6196078431373,6.98068287526271,0.0195793616678046,0.0587380850034138,0.0412197087743255,"evm.utg30804.6",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0666666666666667,0.00131701270529904,0.0294117647058824,50.6196078431373,6.98068287526271,0.0195793616678046,0.0587380850034138,0.0412197087743255,"evm.utg30804.6",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0016779","ATP binding ",0.0666666666666667,0.0036024171056709,0.010752688172043,18.5060931899642,4.07786952717792,0.0527086069775942,0.111705499522342,0.0783898242262048,"utg2427.evm.utg261.54.mrna8",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0016779","ATP binding ",0.0666666666666667,0.0036024171056709,0.010752688172043,18.5060931899642,4.07786952717792,0.0527086069775942,0.111705499522342,0.0783898242262048,"utg2427.evm.utg261.54.mrna8",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0005249","voltage-gated potassium channel activity ",0.0666666666666667,0.00426092345832042,0.00909090909090909,15.6460606060606,3.71161860273667,0.0620586108457455,0.111705499522342,0.0783898242262048,"evm.utg12724.17",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0005249","voltage-gated potassium channel activity ",0.0666666666666667,0.00426092345832042,0.00909090909090909,15.6460606060606,3.71161860273667,0.0620586108457455,0.111705499522342,0.0783898242262048,"evm.utg12724.17",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0000166","nucleotide binding ",0.0666666666666667,0.00584908583823985,0.00662251655629139,11.3977924944812,3.08974337922036,0.0842554417004415,0.115877211048638,0.0813173410867632,"utg2427.evm.utg261.54.mrna8",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0000166","nucleotide binding ",0.0666666666666667,0.00584908583823985,0.00662251655629139,11.3977924944812,3.08974337922036,0.0842554417004415,0.115877211048638,0.0813173410867632,"utg2427.evm.utg261.54.mrna8",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0061630","metal ion binding ",0.0666666666666667,0.00627517818407189,0.00617283950617284,10.6238683127572,2.96273670987185,0.0901267197044959,0.115877211048638,0.0813173410867632,"evm.utg17994.17",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0061630","metal ion binding ",0.0666666666666667,0.00627517818407189,0.00617283950617284,10.6238683127572,2.96273670987185,0.0901267197044959,0.115877211048638,0.0813173410867632,"evm.utg17994.17",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0046983","protein dimerization activity ",0.0666666666666667,0.00999380229315153,0.00387596899224806,6.67080103359173,2.20726387125807,0.139896206129447,0.157383231895628,0.11044437326009,"evm.utg6959.27",1,"CHH","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0090729","ion channel inhibitor activity ",0.0666666666666667,0.0116594360086768,0.00332225913621262,5.71782945736434,1.98513992534082,0.161354428028946,0.161354428028946,0.113231177564173,"evm.utg3210.25",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0090729","ion channel inhibitor activity ",0.0666666666666667,0.0116594360086768,0.00332225913621262,5.71782945736434,1.98513992534082,0.161354428028946,0.161354428028946,0.113231177564173,"evm.utg3210.25",1,"CpG","Molecular Functions","dispersed_repeat","Primed Experiment"
"GO:0035023","regulation of cell shape ",0.0666666666666667,0.000394788787998421,0.142857142857143,168.866666666667,12.9255721899973,0.00590782092407316,0.0394282086947182,0.00754606864970683,"evm.utg6373.20",1,"CpG","Biological Processes","gene","Primed Experiment"
"GO:0046416","D-amino acid metabolic process ",0.0666666666666667,0.000733179177711353,0.0769230769230769,90.9282051282051,9.43794439796364,0.0109457234133683,0.0394282086947182,0.00754606864970683,"evm.utg684.27",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0045815","positive regulation of histone methylation ",0.0666666666666667,0.0010151711691388,0.0555555555555556,65.6703703703704,7.98753365305039,0.0151257620133327,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0016070","macromolecule methylation ",0.0666666666666667,0.00135356155885173,0.0416666666666667,49.2527777777778,6.88291820064331,0.020120042895898,0.0394282086947182,0.00754606864970683,"evm.utg2606.44",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0034440","lipid oxidation ",0.0666666666666667,0.00152275675370819,0.037037037037037,43.7802469135802,6.47301524704377,0.0226083097586383,0.0394282086947182,0.00754606864970683,"evm.utg1818.18",1,"CHG","Biological Processes","gene","Primed Experiment"
"GO:0050896","protein phosphorylation ",0.0666666666666667,0.00152275675370819,0.037037037037037,43.7802469135802,6.47301524704377,0.0226083097586383,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0048511","histone acetylation ",0.0666666666666667,0.00169195194856466,0.0333333333333333,39.4022222222222,6.12541114329448,0.0250906782602752,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0006606","protein import into nucleus ",0.0666666666666667,0.00225593593141955,0.025,29.5516666666667,5.26020210387108,0.0333228071860457,0.0458188598808129,0.00876915978580151,"evm.utg7656.7",1,"CHG","Biological Processes","gene","Primed Experiment"
"GO:0006366","transcription by RNA polymerase II ",0.0666666666666667,0.00265072471941797,0.0212765957446809,25.1503546099291,4.82391169822383,0.0390466449561341,0.0477236771686083,0.00913371811839394,"evm.utg1127.12",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0006886","exocytosis ",0.0666666666666667,0.00778297896339744,0.0072463768115942,8.56570048309179,2.59618656094316,0.11063525673831,0.121698782412141,0.023291632997539,"evm.utg7656.7",1,"CHG","Biological Processes","gene","Primed Experiment"
