"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","context","GO","region","experiment"
"GO:1904294","positive regulation of ERAD pathway ",0.0909090909090909,0.000281991991427443,0.2,322.381818181818,17.9068742858733,0.0030984146269678,0.0278857316427102,0.00978446724305622,"evm.utg17994.17",1,"CpG","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:1904294","positive regulation of ERAD pathway ",0.0909090909090909,0.000281991991427443,0.2,322.381818181818,17.9068742858733,0.0030984146269678,0.0278857316427102,0.00978446724305622,"evm.utg17994.17",1,"CpG","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0046931","cytolysis in another organism ",0.0909090909090909,0.0010151711691388,0.0555555555555556,89.5505050505051,9.36483404013905,0.0111134920237254,0.0351828096546006,0.0123448454928423,"evm.utg3210.25",1,"CpG","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0046931","cytolysis in another organism ",0.0909090909090909,0.0010151711691388,0.0555555555555556,89.5505050505051,9.36483404013905,0.0111134920237254,0.0351828096546006,0.0123448454928423,"evm.utg3210.25",1,"CpG","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0001822","kidney development ",0.0909090909090909,0.00107156956742429,0.0526315789473684,84.8373205741627,9.10959858537057,0.0117276032182002,0.0351828096546006,0.0123448454928423,"evm.utg262.3",1,"CHH","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0001822","kidney development ",0.0909090909090909,0.00107156956742429,0.0526315789473684,84.8373205741627,9.10959858537057,0.0117276032182002,0.0351828096546006,0.0123448454928423,"evm.utg262.3",1,"CHH","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0001732","formation of cytoplasmic translation initiation complex ",0.0909090909090909,0.00157915515199368,0.0357142857142857,57.5681818181818,7.46357072772202,0.0172390226758949,0.0387878010207636,0.0136097547441276,"evm.utg2353.1",1,"CHH","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0001732","formation of cytoplasmic translation initiation complex ",0.0909090909090909,0.00157915515199368,0.0357142857142857,57.5681818181818,7.46357072772202,0.0172390226758949,0.0387878010207636,0.0136097547441276,"evm.utg2353.1",1,"CHH","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0042254","ribosome biogenesis ",0.0909090909090909,0.0029891151091309,0.0188679245283019,30.4133790737564,5.34299960040309,0.0324022341850383,0.0583240215330689,0.0204645689589716,"evm.utg3753.7",1,"CHH","Biological Processes","dispersed_repeat","Primed Experiment"
"GO:0007154","cell communication ",0.0909090909090909,0.00439907506626812,0.0128205128205128,20.6655011655012,4.33672527389488,0.0473524591116311,0.0710286886674467,0.0249223469008585,"evm.utg268.25.1.5c22edff",1,"CpG","Biological Processes","dispersed_repeat","Primed Experiment"
