"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","context","GO","region","experiment"
"GO:0035023","regulation of cell shape ",0.0666666666666667,0.000394788787998421,0.142857142857143,168.866666666667,12.9255721899973,0.00590782092407316,0.0394282086947182,0.00754606864970683,"evm.utg6373.20",1,"CpG","Biological Processes","gene","Primed Experiment"
"GO:0046416","D-amino acid metabolic process ",0.0666666666666667,0.000733179177711353,0.0769230769230769,90.9282051282051,9.43794439796364,0.0109457234133683,0.0394282086947182,0.00754606864970683,"evm.utg684.27",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0045815","positive regulation of histone methylation ",0.0666666666666667,0.0010151711691388,0.0555555555555556,65.6703703703704,7.98753365305039,0.0151257620133327,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0016070","macromolecule methylation ",0.0666666666666667,0.00135356155885173,0.0416666666666667,49.2527777777778,6.88291820064331,0.020120042895898,0.0394282086947182,0.00754606864970683,"evm.utg2606.44",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0034440","lipid oxidation ",0.0666666666666667,0.00152275675370819,0.037037037037037,43.7802469135802,6.47301524704377,0.0226083097586383,0.0394282086947182,0.00754606864970683,"evm.utg1818.18",1,"CHG","Biological Processes","gene","Primed Experiment"
"GO:0050896","protein phosphorylation ",0.0666666666666667,0.00152275675370819,0.037037037037037,43.7802469135802,6.47301524704377,0.0226083097586383,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0048511","histone acetylation ",0.0666666666666667,0.00169195194856466,0.0333333333333333,39.4022222222222,6.12541114329448,0.0250906782602752,0.0394282086947182,0.00754606864970683,"evm.utg320.52",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0006606","protein import into nucleus ",0.0666666666666667,0.00225593593141955,0.025,29.5516666666667,5.26020210387108,0.0333228071860457,0.0458188598808129,0.00876915978580151,"evm.utg7656.7",1,"CHG","Biological Processes","gene","Primed Experiment"
"GO:0006366","transcription by RNA polymerase II ",0.0666666666666667,0.00265072471941797,0.0212765957446809,25.1503546099291,4.82391169822383,0.0390466449561341,0.0477236771686083,0.00913371811839394,"evm.utg1127.12",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0006886","exocytosis ",0.0666666666666667,0.00778297896339744,0.0072463768115942,8.56570048309179,2.59618656094316,0.11063525673831,0.121698782412141,0.023291632997539,"evm.utg7656.7",1,"CHG","Biological Processes","gene","Primed Experiment"
"GO:0055085","transmembrane transport ",0.0666666666666667,0.00930573571710563,0.00606060606060606,7.1640404040404,2.31466514098466,0.130898381975058,0.130898381975058,0.0250523219091021,"evm.utg3522.31",1,"CHH","Biological Processes","gene","Primed Experiment"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity ",0.0740740740740741,0.00275023241400682,0.028169014084507,26.9337506520605,7.08025261111915,0.00250370362338082,0.0274357939565008,0.014439891556053,"evm.utg1781.11",2,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity ",0.0740740740740741,0.00275023241400682,0.028169014084507,26.9337506520605,7.08025261111915,0.00250370362338082,0.0274357939565008,0.014439891556053,"evm.utg1970.27",2,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0001056","DNA binding ",0.037037037037037,0.000193678339014565,0.2,191.22962962963,13.7645318421285,0.00521879176928863,0.0274357939565008,0.014439891556053,"evm.utg159619.2",1,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0003964","RNA-directed DNA polymerase activity ",0.0740740740740741,0.00460954446854664,0.0168067226890756,16.0697167755991,5.33136055271072,0.0068589484891252,0.0274357939565008,0.014439891556053,"utg1828.evm.utg112.18.mrna2",2,"CHG","Molecular Functions","gene","Primed Experiment"
"GO:0003964","RNA-directed DNA polymerase activity ",0.0740740740740741,0.00460954446854664,0.0168067226890756,16.0697167755991,5.33136055271072,0.0068589484891252,0.0274357939565008,0.014439891556053,"evm.utg1143.29",2,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0004675","ATP binding ",0.037037037037037,0.000852184691664084,0.0454545454545455,43.4612794612795,6.44682326822196,0.0227672250618334,0.0683016751855001,0.0359482500976316,"evm.utg483.15",1,"CHH","Molecular Functions","gene","Primed Experiment"
"GO:0016702","metal ion binding ",0.037037037037037,0.0015106910443136,0.0256410256410256,24.5166191832858,4.75545087760721,0.040017365410143,0.0860618235327879,0.0452956965962042,"evm.utg1818.18",1,"CHG","Molecular Functions","gene","Primed Experiment"
